Zipcode,Latitude,Longitude
30310,33.7451389,-84.4278043
30314,33.7508376,-84.4459319
30311,33.72350379571845,-84.4707701469968
30315,33.734978,-84.383185
30344,33.7061585,-84.4572963
30354,33.6720861,-84.3719923
30318,33.811222,-84.47477800669253
30291,33.5688388,-84.5394959
30316,33.736990203101776,-84.35090509670782
30331,33.678151,-84.494763
